,x,y
0,-2.0,43.800851729854806
1,-1.9393939393939394,42.04995234496439
2,-1.878787878787879,38.47313467201762
3,-1.8181818181818181,36.07086070879771
4,-1.7575757575757576,34.152865608649286
5,-1.696969696969697,31.354810965861663
6,-1.6363636363636362,30.974339282113043
7,-1.5757575757575757,28.724394286287644
8,-1.5151515151515151,26.527916550349286
9,-1.4545454545454546,24.333700030246998
10,-1.393939393939394,22.00549487155611
11,-1.3333333333333333,22.114051690683816
12,-1.2727272727272727,20.829618717835007
13,-1.2121212121212122,19.506826992009596
14,-1.1515151515151514,17.53578917799584
15,-1.0909090909090908,18.25853554102846
16,-1.0303030303030303,16.37742888870367
17,-0.9696969696969697,13.960592315880804
18,-0.9090909090909092,13.75431506404912
19,-0.8484848484848484,12.649359138679928
20,-0.7878787878787878,10.610339811288034
21,-0.7272727272727273,9.931734515686694
22,-0.6666666666666665,10.727037033516162
23,-0.606060606060606,10.38914793733891
24,-0.5454545454545454,9.350699370192208
25,-0.48484848484848486,7.811973577567951
26,-0.4242424242424243,8.447421647383706
27,-0.36363636363636354,7.8047289099185795
28,-0.303030303030303,8.336269849989227
29,-0.24242424242424243,7.186990554045721
30,-0.18181818181818166,6.859288718859244
31,-0.1212121212121211,7.297292493663431
32,-0.06060606060606055,5.6360378991217805
33,0.0,5.4416823746913785
34,0.06060606060606055,4.8014230063506895
35,0.1212121212121211,4.5393750555126
36,0.18181818181818166,3.31033310022687
37,0.24242424242424265,2.432360632135956
38,0.3030303030303032,2.7430275327755638
39,0.36363636363636376,4.730206234006231
40,0.4242424242424243,3.373027650354272
41,0.48484848484848486,4.1989354582216185
42,0.5454545454545454,2.08523563544621
43,0.606060606060606,2.3948786370560065
44,0.666666666666667,1.6796144203399976
45,0.7272727272727275,0.925563906022651
46,0.7878787878787881,1.8291042650167488
47,0.8484848484848486,0.6344315008678374
48,0.9090909090909092,3.288322634535792
49,0.9696969696969697,0.8215677970651779
50,1.0303030303030303,0.2879761658361616
51,1.0909090909090908,2.475985487026927
52,1.1515151515151514,0.7698828625618588
53,1.2121212121212124,-0.8209264715624209
54,1.272727272727273,-0.5195571974186273
55,1.3333333333333335,0.32514553298030413
56,1.393939393939394,0.29542265085929076
57,1.4545454545454546,0.7353436381347315
58,1.5151515151515151,0.5624914980340807
59,1.5757575757575757,1.7833681242571906
60,1.6363636363636367,-1.5949561983262681
61,1.6969696969696972,1.0444816432808013
62,1.7575757575757578,0.4514883144683923
63,1.8181818181818183,-0.6317805492241807
64,1.878787878787879,-0.9514948917334465
65,1.9393939393939394,0.6481796399589661
66,2.0,-2.845892431998358
67,2.0606060606060606,-0.10027724405537952
68,2.121212121212121,2.2043544658478424
69,2.1818181818181817,0.5880259170344376
70,2.242424242424242,-0.1974489426676762
71,2.3030303030303028,0.5707504377616128
72,2.3636363636363633,-2.7393349337575046
73,2.4242424242424248,-1.9157880519886956
74,2.4848484848484853,0.7321473321577517
75,2.545454545454546,0.14861519004871604
76,2.6060606060606064,0.3836418103718324
77,2.666666666666667,-2.0286932401712656
78,2.7272727272727275,-1.0405376699280238
79,2.787878787878788,-0.3426708907430824
80,2.8484848484848486,-0.2698817645740327
81,2.909090909090909,0.4097618888768504
82,2.9696969696969697,-1.1601363221488603
83,3.0303030303030303,0.7903974894706806
84,3.090909090909091,2.3661026125963165
85,3.1515151515151514,2.2165041366187186
86,3.212121212121212,-1.662941923430323
87,3.2727272727272725,-1.375139290912745
88,3.333333333333334,-1.7609818090442844
89,3.3939393939393945,-2.4579941709701663
90,3.454545454545455,0.014540548077326187
91,3.5151515151515156,-0.7037540348363795
92,3.575757575757576,0.005470604846333993
93,3.6363636363636367,-2.141496287101835
94,3.6969696969696972,-2.2578787904475472
95,3.757575757575758,-0.6315212095422613
96,3.8181818181818183,0.5434480447648582
97,3.878787878787879,-1.618116985437604
98,3.9393939393939394,-1.2293338714339503
99,4.0,-0.9699950469035753
