,x,y
0,-2.0,-10.561834780754337
1,-1.9393939393939394,-8.231853491122688
2,-1.878787878787879,-9.53495273980474
3,-1.8181818181818181,-9.241335556285852
4,-1.7575757575757576,-10.31981520591881
5,-1.696969696969697,-9.609977690019951
6,-1.6363636363636362,-10.481176121057926
7,-1.5757575757575757,-9.420263182543321
8,-1.5151515151515151,-12.789327956766453
9,-1.4545454545454546,-10.77253635186225
10,-1.393939393939394,-9.24333319418566
11,-1.3333333333333333,-9.938873809755213
12,-1.2727272727272727,-8.895551048344837
13,-1.2121212121212122,-9.565814763205083
14,-1.1515151515151514,-10.346164989022446
15,-1.0909090909090908,-9.198957361748713
16,-1.0303030303030303,-8.502049237554953
17,-0.9696969696969697,-7.551440593822496
18,-0.9090909090909092,-7.010614171251506
19,-0.8484848484848484,-11.032514310609749
20,-0.7878787878787878,-10.345514420007424
21,-0.7272727272727273,-9.40828733061936
22,-0.6666666666666665,-9.236468060277819
23,-0.606060606060606,-9.241135038065094
24,-0.5454545454545454,-10.573172057389336
25,-0.48484848484848486,-9.906777214604318
26,-0.4242424242424243,-8.522270178174999
27,-0.36363636363636354,-7.635479884945335
28,-0.303030303030303,-9.769158567959044
29,-0.24242424242424243,-10.526689954997323
30,-0.18181818181818166,-8.399767882308295
31,-0.1212121212121211,-7.250737331029683
32,-0.06060606060606055,-7.994340888706536
33,0.0,-7.570814590926959
34,0.06060606060606055,-10.528764362778437
35,0.1212121212121211,-8.759134736345905
36,0.18181818181818166,-9.61095670547105
37,0.24242424242424265,-8.96650796875975
38,0.3030303030303032,-8.37256378409961
39,0.36363636363636376,-7.577281886794456
40,0.4242424242424243,-8.078612351896789
41,0.48484848484848486,-9.594023689334865
42,0.5454545454545454,-10.300671617855318
43,0.606060606060606,-8.79933630526719
44,0.666666666666667,-7.0455506969235895
45,0.7272727272727275,-9.18795262852975
46,0.7878787878787881,-5.922592839740256
47,0.8484848484848486,-6.705731683730932
48,0.9090909090909092,-5.734732973092533
49,0.9696969696969697,-7.375299213072129
50,1.0303030303030303,-5.863290194461944
51,1.0909090909090908,-7.129989184843779
52,1.1515151515151514,-4.783961794945709
53,1.2121212121212124,-5.97443571998425
54,1.272727272727273,-7.07400839968159
55,1.3333333333333335,-6.782765025878629
56,1.393939393939394,-5.939182002022595
57,1.4545454545454546,-4.277075799298012
58,1.5151515151515151,-5.7293610486948925
59,1.5757575757575757,-6.164846320782469
60,1.6363636363636367,-5.602842503492896
61,1.6969696969696972,-5.124862104329706
62,1.7575757575757578,-4.896399993821515
63,1.8181818181818183,-2.088287418332487
64,1.878787878787879,-4.260550530223087
65,1.9393939393939394,-1.8351460845595866
66,2.0,-4.072306829819018
67,2.0606060606060606,-1.677309057638157
68,2.121212121212121,-0.8953282009573122
69,2.1818181818181817,-1.4515607313868326
70,2.242424242424242,-2.1105754740612452
71,2.3030303030303028,0.11296283922055801
72,2.3636363636363633,1.0743950393948958
73,2.4242424242424248,1.7914625890788356
74,2.4848484848484853,3.469754384813985
75,2.545454545454546,3.0644480264201635
76,2.6060606060606064,2.2925678893059347
77,2.666666666666667,6.484082601586167
78,2.7272727272727275,5.005982847963863
79,2.787878787878788,6.22455910882711
80,2.8484848484848486,7.563424752609309
81,2.909090909090909,7.7504095118938805
82,2.9696969696969697,9.67454642770507
83,3.0303030303030303,10.816761478944452
84,3.090909090909091,12.71776949786715
85,3.1515151515151514,12.919117457149559
86,3.212121212121212,15.3099208361135
87,3.2727272727272725,15.842951208889845
88,3.333333333333334,17.624388069823127
89,3.3939393939393945,20.308770066399116
90,3.454545454545455,20.69818458741625
91,3.5151515151515156,21.894186250767465
92,3.575757575757576,25.879323606725567
93,3.6363636363636367,28.601868738631204
94,3.6969696969696972,31.765632744241977
95,3.757575757575758,35.020697721265165
96,3.8181818181818183,34.63011774689595
97,3.878787878787879,37.78187173008696
98,3.9393939393939394,41.869476816898434
99,4.0,44.05086347435115
